,Suburb,Type,Price,Method,SellerG,Date,Distance,Postcode,Regionname,Propertycount,Year,Month,Quarter,Year_Quarter
2268,Carnegie,u,1008000,S,Woodards,2016-11-07,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2269,Carnegie,u,625000,S,Woodards,2016-11-07,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2270,Carnegie,t,700000,SP,Gary,2016-11-07,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2271,Carnegie,u,889500,SP,Ray,2016-10-08,11.4,3163.0,Southern Metropolitan,7822.0,2016,10,4,2016-Q4
2272,Carnegie,h,1400000,SP,Buxton,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2273,Carnegie,h,1185000,S,hockingstuart,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2274,Carnegie,u,545000,PI,Ray,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2275,Carnegie,u,1170000,S,Woodards,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2276,Carnegie,h,1705000,S,Gary,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2277,Carnegie,h,1830000,S,Gary,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2278,Carnegie,u,250000,PI,hockingstuart,2016-09-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2279,Carnegie,t,930000,S,hockingstuart,2016-12-10,11.4,3163.0,Southern Metropolitan,7822.0,2016,12,4,2016-Q4
2280,Carnegie,u,576800,SP,Woodards,2017-02-11,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2281,Carnegie,u,465000,S,Ray,2017-02-11,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2282,Carnegie,u,757500,S,Ray,2017-02-11,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2283,Carnegie,h,1646000,S,Ray,2017-03-11,11.4,3163.0,Southern Metropolitan,7822.0,2017,3,1,2017-Q1
2284,Carnegie,u,460000,VB,Ray,2016-06-12,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2285,Carnegie,u,620000,S,Buxton,2016-11-12,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2286,Carnegie,u,1105000,SP,Woodards,2016-11-12,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2287,Carnegie,h,1550000,VB,hockingstuart,2016-11-12,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2288,Carnegie,t,707000,SA,Ray,2016-08-13,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2289,Carnegie,u,804000,S,hockingstuart,2016-08-13,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2290,Carnegie,h,1200000,S,Woodards,2016-05-14,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2291,Carnegie,h,1501000,S,Gary,2016-05-14,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2292,Carnegie,h,950000,VB,Gary,2016-05-14,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2293,Carnegie,t,970000,PI,Marshall,2016-05-14,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2294,Carnegie,u,345000,S,Thomson,2016-10-15,11.4,3163.0,Southern Metropolitan,7822.0,2016,10,4,2016-Q4
2295,Carnegie,h,817500,S,Jellis,2016-04-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2296,Carnegie,h,1450000,PI,Ray,2016-04-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2297,Carnegie,h,1000000,PI,Ray,2016-04-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2298,Carnegie,t,855000,S,Gary,2016-04-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2299,Carnegie,h,675000,S,Gary,2016-04-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2300,Carnegie,u,588000,SP,Woodards,2016-07-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2301,Carnegie,u,455000,S,Woodards,2016-07-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2302,Carnegie,u,602500,S,Thomson,2016-07-16,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2303,Carnegie,u,662000,S,Ray,2016-09-17,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2304,Carnegie,h,1420000,S,hockingstuart,2016-09-17,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2305,Carnegie,u,920000,SP,Woodards,2016-09-17,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2306,Carnegie,u,400000,VB,Gary,2016-09-17,11.4,3163.0,Southern Metropolitan,7822.0,2016,9,3,2016-Q3
2307,Carnegie,u,706000,S,Woodards,2017-03-18,11.4,3163.0,Southern Metropolitan,7822.0,2017,3,1,2017-Q1
2308,Carnegie,h,1450000,PI,Jellis,2017-03-18,11.4,3163.0,Southern Metropolitan,7822.0,2017,3,1,2017-Q1
2309,Carnegie,h,1287000,S,Ray,2017-03-18,11.4,3163.0,Southern Metropolitan,7822.0,2017,3,1,2017-Q1
2310,Carnegie,u,650000,S,hockingstuart,2017-03-18,11.4,3163.0,Southern Metropolitan,7822.0,2017,3,1,2017-Q1
2311,Carnegie,u,656000,S,Property,2016-06-18,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2312,Carnegie,h,930000,S,hockingstuart,2016-06-18,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2313,Carnegie,u,702000,S,Gary,2016-06-18,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2314,Carnegie,u,415000,S,hockingstuart,2016-06-18,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2315,Carnegie,u,650000,S,hockingstuart,2016-06-18,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2316,Carnegie,h,1360000,S,Woodards,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2317,Carnegie,u,380000,SP,Woodards,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2318,Carnegie,u,765000,S,Woodards,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2319,Carnegie,h,1423000,S,Woodards,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2320,Carnegie,h,1900000,PI,Buxton,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2321,Carnegie,h,907000,S,Ray,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2322,Carnegie,u,350000,S,hockingstuart,2016-11-19,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2323,Carnegie,h,1430000,S,Ray,2016-05-22,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2324,Carnegie,u,983500,S,Thomson,2016-08-22,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2325,Carnegie,h,1490000,S,Gary,2016-08-22,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2326,Carnegie,u,572000,S,Ray,2016-08-22,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2327,Carnegie,h,990000,S,Ray,2016-04-23,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2328,Carnegie,t,1100000,S,hockingstuart,2016-04-23,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2329,Carnegie,h,1125000,PI,Ray,2016-04-23,11.4,3163.0,Southern Metropolitan,7822.0,2016,4,2,2016-Q2
2330,Carnegie,u,601000,S,Noel,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2331,Carnegie,h,1410000,PI,Ray,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2332,Carnegie,t,1205000,S,Gary,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2333,Carnegie,u,405000,PI,Matthew,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2334,Carnegie,h,1655000,PI,Marshall,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2335,Carnegie,h,1910000,S,Buxton,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2336,Carnegie,t,808000,S,Gary,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2337,Carnegie,h,1252000,S,Woodards,2017-02-25,11.4,3163.0,Southern Metropolitan,7822.0,2017,2,1,2017-Q1
2338,Carnegie,u,370000,VB,Thomson,2016-07-26,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2339,Carnegie,h,1880000,S,Private/Tiernan's,2016-07-26,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2340,Carnegie,h,896000,S,Woodards,2016-07-26,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2341,Carnegie,t,1200000,S,hockingstuart,2016-07-26,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2342,Carnegie,h,1802100,S,hockingstuart,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2343,Carnegie,u,585000,S,Australian,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2344,Carnegie,u,470000,VB,hockingstuart,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2345,Carnegie,u,450000,S,Anderson,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2346,Carnegie,u,737000,S,Woodards,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2347,Carnegie,t,860000,S,Buxton,2016-06-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,6,2,2016-Q2
2348,Carnegie,u,605000,S,Woodards,2016-11-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2349,Carnegie,u,492000,S,Bustin,2016-11-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2350,Carnegie,h,1300000,S,hockingstuart,2016-11-27,11.4,3163.0,Southern Metropolitan,7822.0,2016,11,4,2016-Q4
2351,Carnegie,h,1518000,S,hockingstuart,2016-05-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2352,Carnegie,u,632500,S,Buxton,2016-05-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2353,Carnegie,u,435000,S,Gary,2016-05-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2354,Carnegie,t,1190000,S,Gary,2016-05-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,5,2,2016-Q2
2355,Carnegie,h,1516000,S,Ray,2016-08-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2356,Carnegie,u,468250,S,Ray,2016-08-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2357,Carnegie,h,1716000,S,Woodards,2016-08-28,11.4,3163.0,Southern Metropolitan,7822.0,2016,8,3,2016-Q3
2358,Carnegie,u,270000,S,hockingstuart,2016-07-30,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2359,Carnegie,u,365000,S,hockingstuart,2016-07-30,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2360,Carnegie,u,340000,S,hockingstuart,2016-07-30,11.4,3163.0,Southern Metropolitan,7822.0,2016,7,3,2016-Q3
2361,Caulfield,u,722500,S,Gary,2016-09-03,8.9,3162.0,Southern Metropolitan,2379.0,2016,9,3,2016-Q3
2362,Caulfield,t,1600000,SP,Gary,2016-12-03,8.9,3162.0,Southern Metropolitan,2379.0,2016,12,4,2016-Q4
2363,Caulfield,h,1665000,S,Gary,2016-12-03,8.9,3162.0,Southern Metropolitan,2379.0,2016,12,4,2016-Q4
2364,Caulfield,u,323000,S,hockingstuart,2017-03-04,8.9,3162.0,Southern Metropolitan,2379.0,2017,3,1,2017-Q1
2365,Caulfield,u,550000,VB,Gary,2017-03-04,8.9,3162.0,Southern Metropolitan,2379.0,2017,3,1,2017-Q1
2366,Caulfield,h,1220000,S,Gary,2016-04-16,8.9,3162.0,Southern Metropolitan,2379.0,2016,4,2,2016-Q2
2367,Caulfield,u,638000,SP,Gary,2016-11-19,8.9,3162.0,Southern Metropolitan,2379.0,2016,11,4,2016-Q4
2368,Caulfield,h,131000,PI,Rodney,2017-02-25,8.9,3162.0,Southern Metropolitan,2379.0,2017,2,1,2017-Q1
2369,Caulfield,h,1090000,S,Gary,2016-07-30,8.9,3162.0,Southern Metropolitan,2379.0,2016,7,3,2016-Q3
2370,Caulfield North,h,1365000,S,McGrath,2016-09-03,8.1,3161.0,Southern Metropolitan,6923.0,2016,9,3,2016-Q3
2371,Caulfield North,h,1750000,S,Marshall,2016-09-03,8.1,3161.0,Southern Metropolitan,6923.0,2016,9,3,2016-Q3
2372,Caulfield North,u,580000,SP,Abercromby's,2017-03-04,8.1,3161.0,Southern Metropolitan,6923.0,2017,3,1,2017-Q1
2373,Caulfield North,h,2005000,PI,Jellis,2016-05-07,8.1,3161.0,Southern Metropolitan,6923.0,2016,5,2,2016-Q2
2374,Caulfield North,u,523000,SP,hockingstuart,2016-11-07,8.1,3161.0,Southern Metropolitan,6923.0,2016,11,4,2016-Q4
2375,Caulfield North,u,420000,VB,Gary,2016-09-10,8.1,3161.0,Southern Metropolitan,6923.0,2016,9,3,2016-Q3
2376,Caulfield North,u,310000,VB,Jellis,2016-09-10,8.1,3161.0,Southern Metropolitan,6923.0,2016,9,3,2016-Q3
2377,Caulfield North,u,290000,VB,hockingstuart,2016-12-10,8.1,3161.0,Southern Metropolitan,6923.0,2016,12,4,2016-Q4
2378,Caulfield North,u,608000,SP,Gary,2016-12-10,8.1,3161.0,Southern Metropolitan,6923.0,2016,12,4,2016-Q4
2379,Caulfield North,u,570000,S,hockingstuart,2016-11-12,8.1,3161.0,Southern Metropolitan,6923.0,2016,11,4,2016-Q4
2380,Caulfield North,u,520500,S,Gary,2016-08-13,8.1,3161.0,Southern Metropolitan,6923.0,2016,8,3,2016-Q3
2381,Caulfield North,h,1400000,SP,Gary,2016-10-15,8.1,3161.0,Southern Metropolitan,6923.0,2016,10,4,2016-Q4
2382,Caulfield North,h,2830000,S,Gary,2016-10-15,8.1,3161.0,Southern Metropolitan,6923.0,2016,10,4,2016-Q4
2383,Caulfield North,u,722000,SP,Castran,2016-09-17,8.1,3161.0,Southern Metropolitan,6923.0,2016,9,3,2016-Q3
2384,Caulfield North,u,450000,S,Gary,2017-03-18,8.1,3161.0,Southern Metropolitan,6923.0,2017,3,1,2017-Q1
2385,Caulfield North,u,535000,SP,Gary,2016-11-19,8.1,3161.0,Southern Metropolitan,6923.0,2016,11,4,2016-Q4
2386,Caulfield North,u,540000,VB,hockingstuart,2016-11-19,8.1,3161.0,Southern Metropolitan,6923.0,2016,11,4,2016-Q4
2387,Caulfield North,t,1610000,S,Gary,2016-05-22,8.1,3161.0,Southern Metropolitan,6923.0,2016,5,2,2016-Q2
2388,Caulfield North,h,1870000,S,Marshall,2017-02-25,8.1,3161.0,Southern Metropolitan,6923.0,2017,2,1,2017-Q1
2389,Caulfield North,u,622000,PI,Castran,2017-02-25,8.1,3161.0,Southern Metropolitan,6923.0,2017,2,1,2017-Q1
2390,Caulfield North,u,536000,S,Gary,2017-02-25,8.1,3161.0,Southern Metropolitan,6923.0,2017,2,1,2017-Q1
2391,Caulfield North,h,2625000,S,Marshall,2017-02-25,8.1,3161.0,Southern Metropolitan,6923.0,2017,2,1,2017-Q1
2392,Caulfield North,u,576000,S,Gary,2017-02-25,8.1,3161.0,Southern Metropolitan,6923.0,2017,2,1,2017-Q1
2393,Caulfield North,u,570000,S,Gary,2016-05-28,8.1,3161.0,Southern Metropolitan,6923.0,2016,5,2,2016-Q2
2394,Caulfield North,u,550000,VB,Gary,2016-05-28,8.1,3161.0,Southern Metropolitan,6923.0,2016,5,2,2016-Q2
2395,Caulfield North,u,505000,PI,Jellis,2016-05-28,8.1,3161.0,Southern Metropolitan,6923.0,2016,5,2,2016-Q2
2396,Caulfield North,u,400000,VB,Gary,2016-08-28,8.1,3161.0,Southern Metropolitan,6923.0,2016,8,3,2016-Q3
2397,Caulfield North,h,2170000,S,Gary,2016-08-28,8.1,3161.0,Southern Metropolitan,6923.0,2016,8,3,2016-Q3
2398,Caulfield South,h,1577500,S,hockingstuart,2016-09-03,9.3,3162.0,Southern Metropolitan,5051.0,2016,9,3,2016-Q3
2399,Caulfield South,h,1802000,S,Gary,2016-09-03,9.3,3162.0,Southern Metropolitan,5051.0,2016,9,3,2016-Q3
2400,Caulfield South,h,1460000,S,hockingstuart,2016-12-03,9.3,3162.0,Southern Metropolitan,5051.0,2016,12,4,2016-Q4
2401,Caulfield South,u,275500,PI,Gary,2016-12-03,9.3,3162.0,Southern Metropolitan,5051.0,2016,12,4,2016-Q4
2402,Caulfield South,h,1065000,S,hockingstuart,2017-03-04,9.3,3162.0,Southern Metropolitan,5051.0,2017,3,1,2017-Q1
2403,Caulfield South,h,1470000,S,Gary,2016-05-07,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2404,Caulfield South,u,670000,S,hockingstuart,2016-05-07,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2405,Caulfield South,h,1012000,S,Gary,2016-05-07,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2406,Caulfield South,u,599000,S,Gary,2016-11-07,9.3,3162.0,Southern Metropolitan,5051.0,2016,11,4,2016-Q4
2407,Caulfield South,h,905000,S,Gary,2016-11-07,9.3,3162.0,Southern Metropolitan,5051.0,2016,11,4,2016-Q4
2408,Caulfield South,h,1160500,S,Gary,2016-10-08,9.3,3162.0,Southern Metropolitan,5051.0,2016,10,4,2016-Q4
2409,Caulfield South,u,650000,VB,hockingstuart,2016-10-08,9.3,3162.0,Southern Metropolitan,5051.0,2016,10,4,2016-Q4
2410,Caulfield South,h,1170000,S,Biggin,2016-10-08,9.3,3162.0,Southern Metropolitan,5051.0,2016,10,4,2016-Q4
2411,Caulfield South,h,1314000,S,Gary,2016-09-10,9.3,3162.0,Southern Metropolitan,5051.0,2016,9,3,2016-Q3
2412,Caulfield South,t,1030000,VB,Gary,2016-12-10,9.3,3162.0,Southern Metropolitan,5051.0,2016,12,4,2016-Q4
2413,Caulfield South,h,1225000,S,Biggin,2016-11-12,9.3,3162.0,Southern Metropolitan,5051.0,2016,11,4,2016-Q4
2414,Caulfield South,h,1450000,S,RT,2016-08-13,9.3,3162.0,Southern Metropolitan,5051.0,2016,8,3,2016-Q3
2415,Caulfield South,h,1774500,S,hockingstuart,2016-05-14,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2416,Caulfield South,u,525500,S,Ray,2016-10-15,9.3,3162.0,Southern Metropolitan,5051.0,2016,10,4,2016-Q4
2417,Caulfield South,h,1960000,PI,hockingstuart,2016-04-16,9.3,3162.0,Southern Metropolitan,5051.0,2016,4,2,2016-Q2
2418,Caulfield South,h,825000,S,Gary,2016-04-16,9.3,3162.0,Southern Metropolitan,5051.0,2016,4,2,2016-Q2
2419,Caulfield South,h,1262000,S,hockingstuart,2016-04-16,9.3,3162.0,Southern Metropolitan,5051.0,2016,4,2,2016-Q2
2420,Caulfield South,u,1110000,S,hockingstuart,2016-07-16,9.3,3162.0,Southern Metropolitan,5051.0,2016,7,3,2016-Q3
2421,Caulfield South,t,1410000,S,Gary,2016-11-19,9.3,3162.0,Southern Metropolitan,5051.0,2016,11,4,2016-Q4
2422,Caulfield South,h,1303500,S,hockingstuart,2016-05-22,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2423,Caulfield South,h,1115000,S,Gary,2016-08-22,9.3,3162.0,Southern Metropolitan,5051.0,2016,8,3,2016-Q3
2424,Caulfield South,h,1340000,S,Buxton,2016-09-24,9.3,3162.0,Southern Metropolitan,5051.0,2016,9,3,2016-Q3
2425,Caulfield South,h,1200000,S,hockingstuart,2017-02-25,9.3,3162.0,Southern Metropolitan,5051.0,2017,2,1,2017-Q1
2426,Caulfield South,h,1570000,S,Matthew,2017-02-25,9.3,3162.0,Southern Metropolitan,5051.0,2017,2,1,2017-Q1
2427,Caulfield South,h,1001000,S,Biggin,2016-07-26,9.3,3162.0,Southern Metropolitan,5051.0,2016,7,3,2016-Q3
2428,Caulfield South,u,665000,S,Gary,2016-07-26,9.3,3162.0,Southern Metropolitan,5051.0,2016,7,3,2016-Q3
2429,Caulfield South,h,1330000,S,Gary,2016-07-26,9.3,3162.0,Southern Metropolitan,5051.0,2016,7,3,2016-Q3
2430,Caulfield South,u,290000,VB,Gary,2016-11-27,9.3,3162.0,Southern Metropolitan,5051.0,2016,11,4,2016-Q4
2431,Caulfield South,h,1570000,S,hockingstuart,2016-05-28,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2432,Caulfield South,h,1916000,S,Biggin,2016-05-28,9.3,3162.0,Southern Metropolitan,5051.0,2016,5,2,2016-Q2
2433,Caulfield South,u,500000,VB,Ray,2016-08-28,9.3,3162.0,Southern Metropolitan,5051.0,2016,8,3,2016-Q3
2434,Caulfield South,t,1775000,S,Gary,2016-07-30,9.3,3162.0,Southern Metropolitan,5051.0,2016,7,3,2016-Q3
2435,Chadstone,t,752000,S,Buxton,2016-09-03,13.6,3148.0,Southern Metropolitan,3582.0,2016,9,3,2016-Q3
2436,Chadstone,u,670000,S,Buxton,2016-09-03,13.6,3148.0,Southern Metropolitan,3582.0,2016,9,3,2016-Q3
2437,Chadstone,h,1507000,S,Jellis,2016-12-03,13.6,3148.0,Southern Metropolitan,3582.0,2016,12,4,2016-Q4
2438,Chadstone,h,890000,VB,Purplebricks,2016-02-04,13.6,3148.0,Southern Metropolitan,3582.0,2016,2,1,2016-Q1
2439,Chadstone,h,1000000,VB,Barry,2017-03-04,13.6,3148.0,Southern Metropolitan,3582.0,2017,3,1,2017-Q1
2440,Chadstone,h,644000,S,McGrath,2017-03-04,13.6,3148.0,Southern Metropolitan,3582.0,2017,3,1,2017-Q1
2441,Chadstone,u,700000,S,Bekdon,2016-06-04,13.6,3148.0,Southern Metropolitan,3582.0,2016,6,2,2016-Q2
2442,Chadstone,h,1101000,S,Buxton,2016-08-06,13.6,3148.0,Southern Metropolitan,3582.0,2016,8,3,2016-Q3
2443,Chadstone,h,1000000,S,Buxton,2016-08-06,13.6,3148.0,Southern Metropolitan,3582.0,2016,8,3,2016-Q3
2444,Chadstone,t,865000,S,Buxton,2016-11-07,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2445,Chadstone,u,805500,S,Ray,2016-10-08,13.6,3148.0,Southern Metropolitan,3582.0,2016,10,4,2016-Q4
2446,Chadstone,t,1015000,S,Buxton,2016-12-10,13.6,3148.0,Southern Metropolitan,3582.0,2016,12,4,2016-Q4
2447,Chadstone,h,930000,S,Ray,2016-12-10,13.6,3148.0,Southern Metropolitan,3582.0,2016,12,4,2016-Q4
2448,Chadstone,t,999000,S,Ray,2017-02-11,13.6,3148.0,Southern Metropolitan,3582.0,2017,2,1,2017-Q1
2449,Chadstone,t,1042500,S,Buxton,2017-02-11,13.6,3148.0,Southern Metropolitan,3582.0,2017,2,1,2017-Q1
2450,Chadstone,h,1002000,S,Ray,2016-08-13,13.6,3148.0,Southern Metropolitan,3582.0,2016,8,3,2016-Q3
2451,Chadstone,h,992000,S,Gary,2016-10-15,13.6,3148.0,Southern Metropolitan,3582.0,2016,10,4,2016-Q4
2452,Chadstone,h,650000,PI,hockingstuart,2016-10-15,13.6,3148.0,Southern Metropolitan,3582.0,2016,10,4,2016-Q4
2453,Chadstone,h,2600000,SA,Stockdale,2016-07-16,13.6,3148.0,Southern Metropolitan,3582.0,2016,7,3,2016-Q3
2454,Chadstone,t,965000,SP,Buxton,2016-09-17,13.6,3148.0,Southern Metropolitan,3582.0,2016,9,3,2016-Q3
2455,Chadstone,h,920000,PI,LITTLE,2016-09-17,13.6,3148.0,Southern Metropolitan,3582.0,2016,9,3,2016-Q3
2456,Chadstone,h,1301000,S,Buxton,2017-03-18,13.6,3148.0,Southern Metropolitan,3582.0,2017,3,1,2017-Q1
2457,Chadstone,t,820000,S,McGrath,2016-11-19,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2458,Chadstone,h,1171000,S,Ray,2016-11-19,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2459,Chadstone,t,860000,S,Ray,2016-11-19,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2460,Chadstone,t,1085000,S,Buxton,2016-11-19,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2461,Chadstone,h,1415500,S,hockingstuart,2016-05-22,13.6,3148.0,Southern Metropolitan,3582.0,2016,5,2,2016-Q2
2462,Chadstone,t,898000,SP,Nelson,2016-05-22,13.6,3148.0,Southern Metropolitan,3582.0,2016,5,2,2016-Q2
2463,Chadstone,u,627000,S,Buxton,2016-04-23,13.6,3148.0,Southern Metropolitan,3582.0,2016,4,2,2016-Q2
2464,Chadstone,h,1206000,S,McGrath,2016-04-23,13.6,3148.0,Southern Metropolitan,3582.0,2016,4,2,2016-Q2
2465,Chadstone,h,705000,S,Buxton,2016-09-24,13.6,3148.0,Southern Metropolitan,3582.0,2016,9,3,2016-Q3
2466,Chadstone,h,1260000,S,McGrath,2017-02-25,13.6,3148.0,Southern Metropolitan,3582.0,2017,2,1,2017-Q1
2467,Chadstone,t,985000,S,Buxton,2016-06-27,13.6,3148.0,Southern Metropolitan,3582.0,2016,6,2,2016-Q2
2468,Chadstone,t,753000,S,Buxton,2016-06-27,13.6,3148.0,Southern Metropolitan,3582.0,2016,6,2,2016-Q2
2469,Chadstone,h,1460000,S,Buxton,2016-11-27,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2470,Chadstone,h,1000000,SP,Thomson,2016-11-27,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2471,Chadstone,h,1035000,S,Barry,2016-11-27,13.6,3148.0,Southern Metropolitan,3582.0,2016,11,4,2016-Q4
2472,Chadstone,t,845000,S,Buxton,2016-05-28,13.6,3148.0,Southern Metropolitan,3582.0,2016,5,2,2016-Q2
2473,Chadstone,t,881000,S,Ray,2016-08-28,13.6,3148.0,Southern Metropolitan,3582.0,2016,8,3,2016-Q3
2474,Clifton Hill,h,1270000,S,Nelson,2016-09-03,3.4,3068.0,Northern Metropolitan,2954.0,2016,9,3,2016-Q3
